handle,tag,depth,seed,type,language,language_default_policy,lang_confidence,n_msgs,n_posts,n_text_msgs,n_forward_msgs,median_views,subscribers,modal_hour_utc
bezdudnyi,ru,1,False,channel,ru,ru,0.987,81,34,33,0,1324,2042,10
bigtransfer2024,ru,1,False,channel,ru,ru,1.0,388,361,359,289,22686,79033,6
black_list_vsu,ru,1,False,channel,ru,ru,0.997,264,214,197,38,7767,8316,16
blacknapalm75,ru,1,False,channel,ru,ru,0.997,414,382,373,50,4091,12359,8
blogsobyanin,ru,1,False,channel,ru,ru,1.0,41,13,13,0,70024,39262,6
bloknot_rossii,ru,1,False,empty,unknown,unknown,0.0,0,0,0,0,,269,
bloodysx,ru,1,False,channel,ru,ru,1.0,537,384,380,15,507913,1148853,11
bmpd_cast,ru,1,False,channel,ru,ru,1.0,322,220,220,74,14140,46712,22
boilerroomchannel,ru,1,False,channel,ru,ru,1.0,132,130,130,20,59240,225256,8
bolshiepushki,ru,1,False,channel,ru,ru,0.994,135,93,63,1,158033,326032,18
bombora,ru,1,False,channel,ru,ru,1.0,54,14,13,5,26915,56181,12
borischernyshov,ru,1,False,channel,ru,ru,1.0,53,53,52,8,1024,17191,14
boriskorchevnikov,ru,1,False,channel,ru,ru,0.994,124,102,101,28,64593,118806,9
borsograd,ru,1,False,channel,ru,ru,0.99,18,18,18,3,338,109,14
bovtznaet,ru,1,False,channel,ru,ru,0.997,208,206,204,21,7238,55451,8
bponline,ru,1,False,channel,ru,ru,0.988,2719,2589,2515,584,16157,100170,12
brechalov,ru,1,False,channel,ru,ru,0.997,185,73,71,0,4726,60916,15
brnl01,ru,1,False,channel,ru,ru,1.0,240,170,170,1,6908,12882,5
budni_manipulyatora,ru,1,False,channel,ru,ru,0.997,209,204,201,28,866,7126,6
burrowingowl,ru,1,False,channel,ru,ru,1.0,163,139,139,14,3141,7246,11
busargin_r,ru,1,False,channel,ru,ru,1.0,103,49,49,1,34646,121937,5
bye_biden,ru,1,False,channel,ru,ru,1.0,1226,1002,1002,61,23033,88953,5
cabellosfriends,ru,1,False,channel,ru,ru,1.0,322,307,306,224,606,1267,9
cars_for_z,ru,1,False,channel,ru,ru,1.0,159,88,87,91,170,232,18
cassad_media,ru,1,False,channel,ru,ru,1.0,231,127,127,1,7430,10349,6
casual_business,ru,1,False,channel,ru,ru,1.0,7,7,7,0,16779,521,14
channelbel,ru,1,False,channel,ru,ru,1.0,423,182,182,0,3897,7180,13
chelyabinsk01,ru,1,False,channel,ru,ru,1.0,285,156,155,1,8862,22587,7
cherniy_kvartal,ru,1,False,channel,ru,ru,1.0,55,47,47,0,36504,19454,9
china3army,ru,1,False,channel,ru,ru,1.0,626,471,465,30,3959,37617,9
china80s,ru,1,False,channel,ru,ru,1.0,65,53,52,13,3544,19291,13
chpdonetskdnr_bot,ru,1,False,empty,unknown,unknown,0.0,0,0,0,0,,,
chub_detection,ru,1,False,channel,ru,ru,1.0,671,363,363,0,56687,113668,19
chvkmedia,ru,1,False,channel,ru,ru,0.914,2237,1644,1638,2228,8328,25642,13
cis91,ru,1,False,channel,ru,ru,1.0,911,853,851,856,4960,49486,7
climaterus,ru,1,False,channel,ru,ru,1.0,120,104,97,13,2138,9010,9
cmiye,ru,1,False,empty,unknown,unknown,0.0,0,0,0,0,,72,
comicadzeofhumor,ru,1,False,empty,unknown,unknown,0.0,0,0,0,0,,108,
competitionis,ru,1,False,channel,ru,ru,1.0,20,14,13,1,630,7971,15
concordgroup_official,ru,1,False,channel,ru,ru,1.0,142,133,113,0,78998,460697,15
condottieros,ru,1,False,channel,ru,ru,1.0,5,5,5,0,14060,211917,10
contora_pishet,ru,1,False,channel,ru,ru,1.0,132,124,124,10,28046,86416,19
contrudarzv,ru,1,False,channel,ru,ru,0.997,360,299,293,227,431,577,9
cortadorz,ru,1,False,channel,ru,ru,1.0,72,39,37,0,8179,5857,16
creativeadv,ru,1,False,channel,ru,ru,1.0,174,132,132,0,33686,111721,7
creativecontext,ru,1,False,channel,ru,ru,1.0,70,62,60,1,415,6518,7
creativestar,ru,1,False,channel,ru,ru,1.0,212,164,162,2,62333,135505,10
crexcrexcrex,ru,1,False,channel,ru,ru,1.0,68,25,25,5,9665,13252,8
crimeahelpszv,ru,1,False,channel,ru,ru,0.994,88,64,60,8,771,1054,11
cryptografo,ru,1,False,channel,ru,ru,1.0,18,18,18,0,2676,740,11
crystal_book,ru,1,False,channel,ru,ru,1.0,62,11,11,0,498779,59529,4
ctrs2018,ru,1,False,channel,ru,ru,1.0,457,446,444,9,36457,108527,14
cultrassvet,ru,1,False,channel,ru,ru,1.0,48,21,21,0,8754,3342,8
culture,ru,1,False,empty,unknown,unknown,0.0,0,0,0,0,,,
cyber_frontz,ru,1,False,channel,ru,ru,1.0,628,409,397,139,9953,62551,17
cyber_mipz,ru,1,False,channel,ru,ru,1.0,28,28,28,6,1081,2403,9
cynicalcommies,ru,1,False,channel,ru,ru,1.0,92,74,72,53,1375,3582,15
dahluniverlnr,ru,1,False,channel,ru,ru,1.0,143,61,46,15,662,5176,13
dailywar,ru,1,False,channel,ru,ru,1.0,155,127,125,77,3414,6936,15
danerneslys,ru,1,False,channel,da,da,1.0,7,7,7,0,2544,188,9
danilchenkogv,ru,1,False,channel,ru,ru,1.0,38,24,23,1,41744,3383,13
dark_donetskz,ru,1,False,channel,ru,ru,1.0,2404,1634,1618,138,19257,43157,13
dauotkysit,ru,1,False,channel,ru,ru,1.0,96,49,48,0,108909,280857,14
dayafterr,ru,1,False,channel,ru,ru,1.0,78,64,64,0,6127,5664,14
daydaynews,ru,1,False,channel,ru,ru,1.0,65,48,46,5,9005,4580,20
dazbastadraw,ru,1,False,channel,ru,ru,0.994,173,150,117,15,9121,17474,7
dctrkomarovskiy,ru,1,False,channel,ru,ru,0.994,90,87,86,15,1705,6627,12
dddjournalism,ru,1,False,channel,ru,ru,1.0,92,67,67,4,23142,133722,12
dearpassengers,ru,1,False,channel,ru,ru,1.0,210,145,145,51,6858,23408,11
delyagin,ru,1,False,channel,ru,ru,0.994,466,366,351,91,20374,126856,13
demidov_mger,ru,1,False,channel,ru,ru,1.0,18,9,9,0,2093,9306,14
demkovknife,ru,1,False,channel,ru,ru,1.0,1053,829,804,0,5813,39072,12
denazi_ua,ru,1,False,channel,ru,ru,1.0,2623,2319,2311,36,29265,63403,7
designersmil,ru,1,False,channel,ru,ru,1.0,284,258,258,3,3166,12270,10
detektor_tg,ru,1,False,channel,ru,ru,0.991,252,236,233,30,3419,5325,7
dimsmirnov175,ru,1,False,channel,ru,ru,0.997,1129,1020,1020,9,111481,324592,4
directorate4,ru,1,False,channel,ru,ru,1.0,196,84,84,0,17614,77533,12
dirtytatarstan,ru,1,False,channel,ru,ru,1.0,1033,963,961,783,14916,37468,6
dmitriysteshin,ru,1,False,channel,ru,ru,0.994,221,173,165,102,75015,137514,16
dmitrynikotin,ru,1,False,channel,ru,ru,0.995,627,619,600,5,233059,687418,10
dnevnik_pombura,ru,1,False,channel,ru,ru,1.0,56,56,56,20,2072,1686,11
dnevspb,ru,1,False,channel,ru,ru,1.0,518,300,290,42,2145,20319,17
dnkobylkin,ru,1,False,channel,ru,ru,1.0,27,16,14,0,716,2544,15
dnr_sckk,ru,1,False,channel,ru,ru,1.0,469,216,181,4,53334,14843,11
doktorbo,ru,1,False,channel,ru,ru,1.0,156,119,119,69,1495,1704,14
dolg_z,ru,1,False,channel,ru,ru,1.0,146,121,119,65,8592,12046,13
dolgarevaanna,ru,1,False,channel,ru,ru,0.991,217,176,175,71,19566,28808,12
donbassr,ru,1,False,channel,ru,ru,1.0,1140,1078,1071,2,10050,43204,6
donezkiy,ru,1,False,channel,ru,ru,1.0,149,90,88,102,4590,7556,7
dongtu_alchevsk,ru,1,False,channel,ru,ru,1.0,236,116,116,32,589,3322,11
dontstopwar,ru,1,False,channel,ru,ru,0.983,335,283,235,7,146343,253361,13
donvremya,ru,1,False,empty,unknown,unknown,0.0,0,0,0,0,,73,
dopomogage,ru,1,False,channel,ru,ru,1.0,32,13,13,3,3316,2558,8
double_solid,ru,1,False,channel,ru,ru,0.991,151,127,126,2,33285,96554,15
dr_alex_sosnowski,ru,1,False,channel,ru,ru,0.988,488,422,421,233,40918,114321,16
dronecenterdnr,ru,1,False,channel,ru,ru,1.0,59,38,38,25,7468,9092,20
druzhkobka,ru,1,False,group,ru,ru,0.986,14090,13772,12837,582,424500,1478,18
dtroad,ru,1,False,channel,ru,ru,1.0,577,290,271,42,20937,151096,13
dumatv,ru,1,False,channel,ru,ru,1.0,171,130,124,55,41891,81892,12
dumayem,ru,1,False,channel,ru,ru,1.0,489,470,462,130,5692,18988,20
dva_majors_tilovik,ru,1,False,channel,ru,ru,1.0,3,3,2,0,14861,1217,19
dvamayorasekretka,ru,1,False,channel,ru,ru,1.0,111,50,50,66,11009,45323,11
dvpasler,ru,1,False,channel,ru,ru,1.0,82,36,36,0,12472,65437,12
dvrzbr,ru,1,False,empty,unknown,unknown,0.0,0,0,0,0,,22,
east_veter,ru,1,False,channel,ru,ru,1.0,112,86,86,15,1745,4911,20
eastasiaintel,ru,1,False,channel,en,en,1.0,54,53,52,4,1975,943,18
economika,ru,1,False,channel,ru,ru,1.0,302,302,302,10,53414,141094,13
edinayarus,ru,1,False,channel,ru,ru,1.0,178,140,136,102,1009,2932,13
editor_in_chief_dpr,ru,1,False,channel,ru,ru,0.963,114,111,109,4,2311,1908,12
egorovmb,ru,1,False,channel,ru,ru,1.0,154,101,100,12,3772,6033,9
ekat01,ru,1,False,channel,ru,ru,1.0,259,179,179,1,13484,29425,14
ekatskoechtivo,ru,1,False,channel,ru,ru,1.0,1332,763,745,9,14415,58483,15
eliferovair,ru,1,False,channel,ru,ru,1.0,174,139,134,22,31708,2389,10
emigriceps,ru,1,False,channel,ru,ru,1.0,99,95,93,0,28105,70799,6
ermoscow,ru,1,False,channel,ru,ru,1.0,462,224,224,99,30330,41753,9
etosher,ru,1,False,channel,ru,ru,1.0,199,129,123,0,18094,49286,13
etozp,ru,1,False,channel,uk,uk,1.0,1280,936,936,0,41526,75173,8
evgeniy_nifantiev,ru,1,False,channel,ru,ru,1.0,57,25,23,26,1003,8443,18
evgenyprimakov,ru,1,False,channel,ru,ru,0.994,47,40,39,19,8253,20036,9
evkbooks,ru,1,False,channel,ru,ru,1.0,19,19,12,1,1902,3444,15
evorog_bot,ru,1,False,empty,unknown,unknown,0.0,0,0,0,0,,,
evraevmikhail,ru,1,False,channel,ru,ru,1.0,162,79,78,0,3361,17533,13
evrohiz,ru,1,False,channel,ru,ru,0.997,265,214,205,149,1892,3551,18
expensive_hurma,ru,1,False,channel,ru,ru,0.988,487,472,465,55,61827,151989,6
faktologiamedia,ru,1,False,channel,ru,ru,1.0,180,179,179,0,147,3099,13
favt_ru,ru,1,False,channel,ru,ru,1.0,85,61,56,3,672,27787,6
fcpeshka,ru,1,False,channel,ru,ru,1.0,91,88,87,6,12699,33799,13
fdostoevskiy,ru,1,False,channel,ru,ru,1.0,33,29,28,7,4605,11740,5
filatovcorr,ru,1,False,channel,ru,ru,0.994,73,71,70,5,109342,168627,10
filimonov_official,ru,1,False,channel,ru,ru,1.0,210,188,180,73,2367,54232,11
first_political,ru,1,False,channel,ru,ru,0.997,2244,1572,1572,13,110334,119974,8
first_shot_tm,ru,1,False,empty,unknown,unknown,0.0,0,0,0,0,,,
flashpoint_news,ru,1,False,channel,ru,ru,1.0,49,45,45,19,2062,3622,7
flotskiy,ru,1,False,empty,unknown,unknown,0.0,0,0,0,0,,,
foreigncombatants,ru,1,False,channel,ru,ru,1.0,105,54,54,2,948,4900,20
fosfor_95,ru,1,False,empty,unknown,unknown,0.0,0,0,0,0,,4,
freedomf0x,ru,1,False,empty,unknown,unknown,0.0,0,0,0,0,,0,
fridrihshow,ru,1,False,channel,ru,ru,0.994,158,147,142,66,30474,67703,16
fromua_official,ru,1,False,channel,ru,ru,0.991,702,560,559,0,277,613,8
front_narod,ru,1,False,channel,ru,ru,0.997,296,147,138,2,2732,8545,23
full_time_trading,ru,1,False,empty,unknown,unknown,0.0,0,0,0,0,,6936,
g_ekhmo,ru,1,False,channel,ru,ru,0.995,55,38,30,3,1123,1407,12
gardez66,ru,1,False,channel,ru,ru,1.0,374,325,324,29,115905,255767,14
garmaev_alexander,ru,1,False,channel,ru,ru,0.997,342,272,262,188,11158,20097,11
gasconecilexus,ru,1,False,channel,ru,ru,0.994,100,92,90,20,157,269,20
gasification_news,ru,1,False,channel,ru,ru,1.0,99,63,59,4,4553,49407,10
genshtab24,ru,1,False,channel,ru,ru,1.0,2228,1701,1673,126,17205,83990,10
geonrgru,ru,1,False,channel,ru,ru,1.0,29,29,29,0,380251,136752,8
ghost_of_novorossia,ru,1,False,channel,ru,ru,0.991,524,361,358,297,54268,143805,12
ginkontrol,ru,1,False,channel,ru,ru,1.0,37,32,32,1,575,3945,9
gixie_beauty,ru,1,False,empty,unknown,unknown,0.0,0,0,0,0,,,
glavkontrol,ru,1,False,channel,ru,ru,1.0,19,7,6,2,1747,1850,11
glavmedia,ru,1,False,channel,ru,ru,0.997,6394,5271,5133,6232,5188,67013,7
glebnikitin_nn,ru,1,False,channel,ru,ru,1.0,129,48,48,0,25098,49213,10
gnqmdghzwl05ztqy,ru,1,False,channel,ru,ru,1.0,216,97,85,16,945,2649,9
godeye_ru,ru,1,False,channel,ru,ru,1.0,225,208,208,26,13164,24117,9
golosmordora,ru,1,False,empty,unknown,unknown,0.0,0,0,0,0,,658,
gonzomel,ru,1,False,channel,ru,ru,1.0,7,7,7,0,570979,316,15
gonzoop,ru,1,False,empty,unknown,unknown,0.0,0,0,0,0,,,
good_events_russia,ru,1,False,channel,ru,ru,1.0,91,91,91,0,3962,19698,11
gooddbad_bot,ru,1,False,empty,unknown,unknown,0.0,0,0,0,0,,,
goodphrase,ru,1,False,channel,ru,ru,1.0,372,323,323,15,4241,37941,19
government_rus,ru,1,False,channel,ru,ru,1.0,307,209,209,0,33106,169652,9
grantoed_by,ru,1,False,channel,ru,ru,1.0,189,146,146,46,742,2347,9
greatrussia_1,ru,1,False,empty,unknown,unknown,0.0,0,0,0,0,,9,
grechne,ru,1,False,channel,ru,ru,1.0,65,63,63,1,29314,68888,10
grekovodnik,ru,1,False,channel,ru,ru,1.0,56,56,56,20,1740,1611,14
grey_zone,ru,1,False,empty,unknown,unknown,0.0,0,0,0,0,,342307,
grishkafilippov,ru,1,False,channel,ru,ru,1.0,401,348,342,269,9417,35284,7
groks,ru,1,False,channel,ru,ru,1.0,32,31,30,0,18663,42151,10
gtrk75,ru,1,False,channel,ru,ru,1.0,644,609,603,27,354,6797,12
gtrklnr_lugansk24,ru,1,False,channel,ru,ru,1.0,1330,1023,1009,444,1863,23234,11
guberniyatv,ru,1,False,channel,ru,ru,1.0,743,649,625,0,309,5758,7
gubery,ru,1,False,channel,ru,ru,1.0,1081,682,656,894,6571,83361,20
gumomsk55,ru,1,False,channel,ru,ru,1.0,430,213,199,6,4103,5936,18
gunpaw,ru,1,False,channel,ru,ru,1.0,38,36,32,0,12267,14531,16
gusev_36,ru,1,False,channel,ru,ru,1.0,36,34,34,0,15911,126756,6
hackberegini,ru,1,False,channel,ru,ru,1.0,53,25,24,3,72803,85544,14
hanti_mansi,ru,1,False,channel,ru,ru,1.0,107,94,90,23,3785,2452,9
hard_blog_line,ru,1,False,channel,ru,ru,1.0,83,71,69,36,31499,82421,9
harry_homolsky,ru,1,False,channel,ru,ru,0.986,186,183,183,0,15406,25562,18
healertacmed,ru,1,False,channel,ru,ru,0.984,234,206,179,52,13822,131840,21
heroesofz,ru,1,False,channel,ru,ru,1.0,38,32,32,0,272370,37819,7
herson_rus,ru,1,False,channel,ru,ru,0.994,758,572,569,81,7775,13011,12
hersonenot,ru,1,False,channel,ru,ru,0.991,183,130,124,1,58659,35484,9
hersonvestnik,ru,1,False,channel,ru,ru,1.0,924,693,693,362,14716,47492,5
hinshtein,ru,1,False,channel,ru,ru,1.0,107,78,76,8,30003,219056,10
historicalfacts777,ru,1,False,empty,unknown,unknown,0.0,0,0,0,0,,286,
hocenkovp,ru,1,False,channel,ru,ru,1.0,81,59,59,1,27544,56181,8
houseofcardseurope,ru,1,False,channel,ru,ru,1.0,538,369,369,83,4076,12522,9
hrandmuchmore,ru,1,False,channel,ru,ru,1.0,56,47,46,15,1582,15199,3
hrandmuchmoree,ru,1,False,channel,ru,ru,0.997,108,88,84,0,441,905,8
htosho,ru,1,False,channel,ru,ru,1.0,580,501,497,93,14876,101513,21
iamsniper,ru,1,False,channel,ru,ru,0.997,145,106,103,15,6237,139640,7
iefnotes,ru,1,False,channel,ru,ru,1.0,22,22,16,3,1666,3786,11
igor_artamonov48,ru,1,False,channel,ru,ru,1.0,88,41,41,2,17211,191282,14
igorstrelkov,ru,1,False,channel,ru,ru,1.0,469,427,424,77,1919,1724,9
iikhu,ru,1,False,channel,ru,ru,1.0,457,434,405,178,67097,158193,17
ikakprosto,ru,1,False,channel,ru,ru,0.989,53,43,41,3,409428,331341,14
iknowbiz,ru,1,False,channel,ru,ru,1.0,85,79,77,0,3574,5689,17
imaxairu,ru,1,False,channel,ru,ru,1.0,319,309,307,64,6317,27801,11
imi_mgimo,ru,1,False,channel,ru,ru,1.0,36,36,33,0,1496,7277,14
immi_gration,ru,1,False,channel,ru,ru,1.0,53,30,27,6,2673,2289,16
imnotbozhena,ru,1,False,channel,ru,ru,0.991,742,442,441,56,168235,504245,15
impnavigator,ru,1,False,channel,ru,ru,1.0,93,31,31,0,4695,10963,6
incident_kuzbass,ru,1,False,empty,unknown,unknown,0.0,0,0,0,0,,9830,
infomoscow24,ru,1,False,channel,ru,ru,1.0,1240,868,845,92,103963,495047,12
informburo_sfd,ru,1,False,channel,ru,ru,1.0,1379,1108,1098,1364,13285,26130,9
infotek_russia,ru,1,False,channel,ru,ru,1.0,179,178,178,13,1504,30838,13
inosmichannel,ru,1,False,channel,ru,ru,1.0,366,362,362,0,32027,146066,12
insect_life,ru,1,False,channel,ru,ru,0.994,303,202,199,3,62380,191149,10
insidersua,ru,1,False,channel,ru,ru,1.0,602,276,274,1,1054,8814,10
intuition2036,ru,1,False,channel,ru,ru,1.0,599,577,568,172,21003,39878,10
irk01,ru,1,False,channel,ru,ru,1.0,244,146,144,1,9934,31415,4
iron_wind,ru,1,False,channel,ru,ru,1.0,37,37,37,0,19433,32749,19
ispanecw,ru,1,False,empty,unknown,unknown,0.0,0,0,0,0,,,
istanbul_wolf,ru,1,False,channel,ru,ru,1.0,55,44,44,19,2531,5509,11
istfakk,ru,1,False,channel,ru,ru,1.0,19,19,14,0,868,8344,6
istrkalkglk,ru,1,False,channel,ru,ru,1.0,106,77,76,13,41827,121408,8
iswnews,ru,1,False,channel,fa,fa,0.997,612,423,420,9,2121,14211,7
italia_unita_avondet,ru,1,False,channel,it,it,0.993,187,91,83,13,1089,3524,12
itiltg,ru,1,False,channel,ru,ru,1.0,121,87,87,39,8560,73881,7
itsnofact,ru,1,False,channel,ru,ru,1.0,24,19,19,0,26665,33688,9
ivorytowers,ru,1,False,channel,ru,ru,0.997,256,231,219,84,4733,16655,13
izolentalive,ru,1,False,channel,ru,ru,1.0,410,410,275,81,16454,56149,4
izvestia,ru,1,False,empty,unknown,unknown,0.0,0,0,0,0,,134822,
julia_chicherina,ru,1,False,channel,ru,ru,1.0,27,26,26,10,41604,44203,7
kadrcentr_dzm,ru,1,False,channel,ru,ru,1.0,38,31,31,11,810,10404,14
kaluga24tv,ru,1,False,channel,ru,ru,1.0,639,478,471,2,901,13212,8
kama_volga,ru,1,False,channel,ru,ru,0.997,354,174,174,168,254,2260,11
kamchatka01,ru,1,False,channel,ru,ru,1.0,286,173,172,0,5185,21510,8
kanzlerdaddy,ru,1,False,channel,ru,ru,1.0,457,438,434,0,15611,72415,9
karabakhru,ru,1,False,channel,ru,ru,1.0,815,636,636,413,2598,9328,13
karga4,ru,1,False,channel,ru,ru,0.981,20868,18889,15530,11097,1115,22578,21
karyakin,ru,1,False,empty,unknown,unknown,0.0,0,0,0,0,,,
kastyukevich_live,ru,1,False,channel,ru,ru,0.983,131,81,76,26,2478,10747,8
kchf_ru,ru,1,False,channel,ru,ru,1.0,79,58,58,0,1242,3124,9
kdvinsky,ru,1,False,channel,ru,ru,1.0,134,129,122,21,10805,29600,17
kemerovo001,ru,1,False,channel,ru,ru,1.0,247,175,172,1,6642,12872,10
kenig01,ru,1,False,channel,ru,ru,1.0,184,146,146,1,11010,25237,13
kgh_moscow,ru,1,False,channel,ru,ru,1.0,417,155,155,1,14784,25606,15
khorokhordin,ru,1,False,channel,ru,ru,1.0,34,16,15,0,3135,2003,5
kimmarina,ru,1,False,channel,ru,ru,1.0,55,45,44,0,8505,26143,15
kingbriton777,ru,1,False,empty,unknown,unknown,0.0,0,0,0,0,,,
kinoved_info,ru,1,False,channel,ru,ru,0.997,161,110,96,15,399,1145,4
kleveta,ru,1,False,channel,ru,ru,1.0,134,113,113,25,2641,10500,5
klientvp,ru,1,False,empty,unknown,unknown,0.0,0,0,0,0,,8,
klubniy_servis,ru,1,False,channel,ru,ru,0.997,516,342,318,0,76159,190810,18
klychkov_andrey,ru,1,False,channel,ru,ru,1.0,117,30,29,71,99860,68737,8
knistavka,ru,1,False,channel,ru,ru,1.0,77,31,31,1,6616,11741,11
kobzevii,ru,1,False,channel,ru,ru,1.0,291,169,169,0,14808,77570,10
kokov_kazbek,ru,1,False,channel,ru,ru,1.0,92,41,41,0,15898,19621,12
kom_mir,ru,1,False,channel,ru,ru,1.0,257,130,130,83,1040,6266,13
komandaokulista,ru,1,False,channel,ru,ru,1.0,85,37,22,0,3464,1219,11
kommersant,ru,1,False,channel,ru,ru,1.0,1267,1198,1195,16,47661,287103,11
kondratyevvi,ru,1,False,channel,ru,ru,1.0,95,43,42,0,38141,59103,12
konstantunovka,ru,1,False,channel,ru,ru,1.0,3781,3345,3006,617,2117,13668,6
kornilov1968,ru,1,False,channel,ru,ru,1.0,391,352,351,125,41723,120056,10
korolevsnotes,ru,1,False,channel,ru,ru,0.995,41,34,34,8,2116,6475,10
kotreal,ru,1,False,channel,ru,ru,1.0,1042,957,954,199,103038,159807,6
kozakrichala,ru,1,False,channel,ru,ru,0.994,716,674,635,258,52671,180476,9
kozhemiakoofficial,ru,1,False,channel,ru,ru,1.0,40,40,40,0,40744,53560,6
krai_rodnoy,ru,1,False,channel,ru,ru,1.0,437,427,424,393,2178,4517,12
kramnikcat,ru,1,False,channel,ru,ru,0.988,70,61,61,13,26305,39323,10
kremlinperesmeshnik,ru,1,False,channel,ru,ru,1.0,756,638,637,17,21811,106620,12
kremlinprachka,ru,1,False,channel,ru,ru,1.0,286,230,229,11,406445,88259,10
kremlinrussian,ru,1,False,channel,ru,ru,1.0,1214,1147,1146,86,31731,104005,15
krispotupchik,ru,1,False,channel,ru,ru,1.0,192,127,125,17,45574,151372,7
krnd1,ru,1,False,channel,ru,ru,1.0,161,145,143,1,4964,9877,13
krovmeshki,ru,1,False,channel,ru,ru,1.0,114,49,48,42,11422,1648,15
krsk01,ru,1,False,channel,ru,ru,1.0,254,187,185,1,11362,23369,4
krujka_md,ru,1,False,channel,ru,ru,1.0,95,73,73,24,963,2354,11
ksantyz,ru,1,False,channel,ru,ru,1.0,166,139,137,107,6725,13454,14
kstati_p,ru,1,False,channel,ru,ru,1.0,394,373,372,10,50013,230837,9
kukufffka,ru,1,False,channel,ru,ru,1.0,269,265,248,146,9680,21923,7
kuraifutlar,ru,1,False,channel,ru,ru,1.0,1116,991,984,547,7823,31096,9
kursstaya_bot,ru,1,False,empty,unknown,unknown,0.0,0,0,0,0,,,
kuvshinnikovlive,ru,1,False,channel,ru,ru,1.0,232,89,82,0,4537,6286,12
kyzmadon,ru,1,False,empty,unknown,unknown,0.0,0,0,0,0,,,
l0hmatiy,ru,1,False,channel,ru,ru,0.994,639,584,584,174,15120,34994,18
lady_north,ru,1,False,channel,ru,ru,0.993,34,29,29,13,4485,6689,13
law_odsd,ru,1,False,channel,ru,ru,1.0,48,45,45,4,13382,5146,15
lbdv4aa,ru,1,False,channel,ru,ru,1.0,63,28,27,14,275,8103,10
ledorub_merkadera,ru,1,False,channel,ru,ru,1.0,312,295,294,238,3732,4215,7
legitimniy_live,ru,1,False,channel,ru,ru,1.0,746,517,517,2,11036,15288,9
leningrad_guide,ru,1,False,channel,ru,ru,1.0,409,385,384,206,5547,10261,14
lentachold,ru,1,False,channel,ru,ru,1.0,253,233,226,13,176636,382591,7
lentadna,ru,1,False,channel,ru,ru,1.0,421,310,310,8,18796,30607,14
lentadnya,ru,1,False,channel,ru,ru,1.0,3078,2230,2230,314,57415,307851,10
lerakudryavtseva,ru,1,False,channel,ru,ru,0.997,161,152,144,3,138148,241778,19
lezhnev_sergey,ru,1,False,channel,ru,ru,1.0,155,32,32,3,19884,1466,8
lgpu_lugansk,ru,1,False,channel,ru,ru,0.997,293,95,88,99,1474,6556,13
lic_lpr,ru,1,False,channel,ru,ru,1.0,1725,1251,1249,127,8724,48019,11
life_odessa,ru,1,False,channel,ru,ru,0.997,320,240,240,0,14508,14612,14
life_underzoccupati,ru,1,False,channel,ru,ru,0.997,598,423,419,108,512,2957,13
litvintm,ru,1,False,channel,ru,ru,1.0,24,24,20,1,905150,1608817,15
live_kuban,ru,1,False,channel,ru,ru,1.0,2842,2448,2419,147,3554,26162,8
logikamarkova,ru,1,False,channel,ru,ru,1.0,384,382,378,39,23578,54748,19
lomovkaa,ru,1,False,channel,ru,ru,0.994,2107,1826,1813,384,9799,329010,7
longread2023,ru,1,False,channel,ru,ru,1.0,145,145,145,0,12094,10273,8
lpr_jccc,ru,1,False,channel,ru,ru,1.0,134,87,87,15,19021,6551,4
lugovoyandrey,ru,1,False,channel,ru,ru,1.0,95,77,75,4,10203,87812,8
lunay14,ru,1,False,channel,ru,ru,0.984,798,599,585,637,2443,21859,14
madeinrussia_ru,ru,1,False,channel,ru,ru,1.0,435,418,418,0,506,26726,10
maester,ru,1,False,channel,ru,ru,1.0,87,87,87,5,77676,300832,15
makalimatovvv,ru,1,False,channel,ru,ru,1.0,80,42,41,1,2561,6785,15
makers2fron,ru,1,False,channel,ru,ru,1.0,89,73,69,10,6205,23235,21
makhachkala_01,ru,1,False,channel,ru,ru,0.997,162,128,128,1,1617,1818,7
maksnazar,ru,1,False,channel,ru,ru,0.992,274,253,249,34,24288,25898,8
mardanaka,ru,1,False,channel,ru,ru,0.997,360,352,331,62,115747,204719,16
margaritasimonyan,ru,1,False,channel,ru,ru,0.997,75,64,59,16,393506,518780,9
mariasergeyeva,ru,1,False,channel,ru,ru,1.0,46,44,43,2,4914,20189,9
marinaslovo,ru,1,False,channel,ru,ru,1.0,140,131,130,1,42083,98447,10
mariupol24tv,ru,1,False,channel,ru,ru,1.0,2159,1539,1519,704,750,15294,8
marketingold,ru,1,False,channel,ru,ru,1.0,207,114,112,8,29010,126243,14
markovakaterina,ru,1,False,channel,ru,ru,0.997,140,84,79,10,3693,7945,6
marochkolive,ru,1,False,channel,ru,ru,0.994,903,736,707,382,4885,14972,11
maryananaumova,ru,1,False,channel,ru,ru,1.0,137,50,50,1,111134,70384,21
